N,T,As,Vs,GPSd,A7,V7,H7,S7,A8,V8,H8,S8,A5,V5,H5,S5,A6,V6,H6,S6,A3,V3,H3,S3,A4,V4,H4,S4,A1,V1,H1,S1,A2,V2,H2,S2
8738,351.4,-5.13274,5.59,18119,-47.168,-8.28,52.5462,-0.720148,-47.608,-8.304,-527.752,-0.719973,-47.19,-9.648,47.594,-0.669273,-42.658,-6.672,-95.9594,-0.746394,-45.276,-5.376,7.2548,0.74433,-44.77,-6.912,37.8115,-0.642264,-47.74,-2.736,-235.919,-0.755761,-43.318,-3.672,17.2831,-0.695737
8739,351.44,-6.5883,5.59,18119,-50.996,-7.776,68.4911,-0.753351,-50.842,-7.584,-516.16,-0.759385,-50.732,-9.12,50.0155,-0.7091,-45.452,-5.496,-89.2779,-0.780839,-48.422,-5.112,17.4318,0.712038,-47.674,-6.144,53.3546,-0.683746,-51.084,-2.712,-209.426,-0.793932,-46.266,-3.432,40.6522,-0.738959
8740,351.48,-7.31902,5.59,18119,-54.01,-7.656,94.6862,-0.77314,-53.064,-7.872,-500.221,-0.782818,-53.262,-8.328,83.1088,-0.732367,-47.498,-5.232,-65.8925,-0.803277,-50.974,-5.568,40.1343,0.694153,-50.248,-5.88,91.1023,-0.711484,-53.834,-3.48,-168.907,-0.817779,-48.268,-3.264,57.5747,-0.766365
8741,351.52,-7.35438,5.69,18120,-56.43,-8.424,117.465,-0.77844,-53.812,-8.904,-475.589,-0.787786,-55.352,-8.4,117.816,-0.736258,-49.192,-5.424,-44.7343,-0.810978,-53.108,-7.032,85.5394,0.691172,-52.008,-6.384,106.645,-0.721752,-55.616,-5.112,-153.323,-0.82374,-49.522,-3.84,93.8371,-0.778454
8742,351.56,-6.99491,5.69,18120,-57.662,-9.96,132.271,-0.770905,-54.428,-10.056,-437.916,-0.774869,-55.682,-8.976,128.309,-0.722182,-50.05,-6.24,-22.4625,-0.805513,-53.504,-9.144,83.9737,0.705496,-52.47,-7.68,105.905,-0.714465,-56.056,-7.128,-143.973,-0.811817,-49.808,-4.872,89.808,-0.773403
8743,351.6,-8.0085,5.73,18120,-57.618,-11.808,148.215,-0.748549,-53.614,-11.592,-458.201,-0.746137,-54.714,-9.768,118.624,-0.693534,-49.984,-7.368,-13.5538,-0.7868,-52.646,-11.52,88.6708,0.73812,-51.37,-9.264,52.6145,-0.690784,-54.89,-9.24,-126.83,-0.783085,-48.818,-6.384,78.5263,-0.749143
8744,351.64,-6.78277,5.73,18120,-55.66,-13.752,153.91,-0.711703,-50.952,-12.72,-432.12,-0.700432,-52.25,-11.208,115.395,-0.653044,-48.444,-9.096,-29.144,-0.755833,-49.566,-13.896,141.121,0.788296,-48.268,-10.704,113.307,-0.650958,-51.81,-11.304,-80.0774,-0.736221,-46.42,-8.304,117.206,-0.707329
8745,351.68,-2.05072,5.73,18120,-51.942,-15.168,255.274,-0.663016,-47.102,-13.728,-279.978,-0.641478,-48.4,-12.84,202.568,-0.602122,-45.452,-10.8,41.0121,-0.712446,-44.902,-16.008,345.444,0.850893,-44.374,-12.12,281.321,-0.598545,-47.652,-13.08,64.8556,-0.671802,-42.592,-10.584,253.392,-0.652101
8746,351.72,-1.37303,5.76,18121,-47.388,-16.464,407.889,-0.60663,-42.9,-14.664,-126.387,-0.57499,-43.89,-14.568,399.514,-0.545818,-41.646,-12.552,173.529,-0.662849,-40.326,-17.544,584.995,0.916388,-40.128,-13.512,461.177,-0.541496,-43.472,-14.688,217.581,-0.598276,-38.236,-13.032,452.432,-0.58967
8747,351.76,5.15638,5.76,18121,-43.076,-17.472,577.588,-0.546682,-38.654,-15.816,-13.3675,-0.504196,-39.182,-16.728,579.509,-0.488355,-37.334,-14.352,336.113,-0.609774,-35.354,-19.44,776.01,0.980227,-36.08,-14.736,593.664,-0.48395,-38.896,-16.08,331.345,-0.524667,-33.792,-15,613.599,-0.524838
8748,351.8,3.28831,5.75,18121,-38.852,-18.24,661.868,-0.491455,-34.276,-16.632,59.081,-0.43986,-34.65,-18.168,659.417,-0.434949,-33.088,-15.24,445.245,-0.560259,-30.69,-20.28,845.683,1.03264,-31.878,-15.552,646.215,-0.433028,-34.628,-16.992,350.047,-0.463146,-29.458,-15.984,702.24,-0.465967
8749,351.84,2.61651,5.75,18121,-34.166,-19.152,709.703,-0.439622,-29.568,-16.68,127.183,-0.383142,-30.074,-19.128,692.511,-0.383034,-28.644,-16.128,510.947,-0.511821,-25.894,-20.712,835.506,1.07321,-27.478,-16.272,663.238,-0.38724,-30.162,-17.616,320.437,-0.411396,-24.86,-16.776,753.008,-0.411816
8750,351.88,2.58704,5.75,18121,-29.282,-19.896,741.593,-0.393502,-24.508,-16.872,183.692,-0.33429,-25.102,-19.92,708.654,-0.332443,-23.98,-16.848,528.765,-0.465785,-21.054,-20.952,789.318,1.10186,-22.792,-16.896,663.238,-0.345094,-25.498,-18.024,267.45,-0.365856,-20.02,-17.304,767.513,-0.360728
8751,351.92,3.1233,5.65,18122,-24.156,-20.568,763.232,-0.353096,-19.14,-17.016,201.08,-0.293139,-19.844,-20.496,716.725,-0.282763,-19.096,-17.232,520.969,-0.423722,-16.104,-20.904,699.291,1.12074,-17.886,-17.424,654.356,-0.304936,-20.504,-18.216,233.165,-0.323628,-14.916,-17.496,760.26,-0.315933
8752,351.96,4.54351,5.65,18122,-18.59,-21.168,782.594,-0.319893,-13.618,-17.112,188.039,-0.261592,-14.234,-20.64,712.69,-0.238879,-13.838,-17.472,507.606,-0.387621,-10.934,-20.568,623.355,1.13076,-12.562,-17.688,646.955,-0.270574,-15.114,-18.24,231.607,-0.284547,-9.504,-17.568,735.279,-0.281985
8753,352,5.04441,5.56,18122,-12.518,-21.288,768.927,-0.298696,-8.008,-17.136,134.427,-0.243707,-8.426,-20.472,686.054,-0.209154,-8.25,-17.52,485.335,-0.36096,-5.346,-19.992,554.464,1.13539,-6.886,-17.856,641.034,-0.248218,-9.372,-18.072,247.191,-0.252255,-3.982,-17.28,666.784,-0.262445
8754,352.04,5.08566,5.56,18122,-6.116,-21.024,697.175,-0.286442,-2.112,-17.088,75.0197,-0.237828,-2.574,-19.656,634.396,-0.194912,-2.134,-17.28,447.472,-0.345973,0.792,-19.464,492.619,1.14144,-1.21,-17.808,598.105,-0.237123,-3.168,-18,245.632,-0.232217,1.342,-16.392,551.55,-0.252757
8755,352.08,5.04441,5.56,18122,0,-20.184,576.449,-0.278742,4.07,-16.8,17.0609,-0.236255,3.146,-18.336,552.066,-0.188454,3.916,-16.656,385.111,-0.33761,6.974,-19.248,439.386,1.15295,4.686,-18.024,500.405,-0.232652,3.322,-17.88,212.906,-0.221867,6.424,-14.928,409.723,-0.250025
8756,352.12,4.72619,5.46,18123,5.918,-18.936,446.613,-0.27071,10.098,-15.816,-80.0201,-0.232695,8.668,-16.992,437.45,-0.186549,9.9,-15.48,317.182,-0.328419,13.046,-18.576,377.541,1.16446,10.384,-17.688,373.84,-0.229092,9.372,-16.872,136.543,-0.213753,11.66,-13.512,292.072,-0.249776
8757,352.16,3.98368,5.46,18123,11.792,-17.616,338.415,-0.260112,15.62,-14.256,-226.366,-0.228058,13.926,-15.672,295.391,-0.188619,15.598,-13.56,228.095,-0.31484,18.524,-17.424,264.811,1.17149,16.148,-16.872,277.62,-0.22313,14.85,-15.432,13.4278,-0.206549,17.028,-12.192,205.042,-0.250107
8758,352.2,2.61651,5.42,18124,17.314,-16.104,230.218,-0.256717,20.592,-12.24,-385.753,-0.222262,19.008,-14.112,158.981,-0.190358,20.658,-11.28,104.487,-0.303911,23.342,-15.912,123.899,1.17522,21.956,-15.672,211.747,-0.218245,20.086,-13.8,-115.921,-0.200422,22.044,-10.608,117.206,-0.250107
8759,352.24,1.50863,5.42,18124,22.198,-14.064,127.715,-0.258456,25.344,-10.488,-503.119,-0.213237,23.98,-12.72,67.7729,-0.189282,25.234,-9.216,-46.9615,-0.299605,27.456,-14.616,22.9117,1.17663,26.796,-14.184,132.551,-0.21543,25.08,-12.432,-223.452,-0.195288,26.686,-9.192,31.7881,-0.249279
8760,352.28,1.77971,5.42,18124,26.422,-12.072,50.2684,-0.258538,29.612,-9.72,-540.793,-0.206033,28.402,-11.592,18.5364,-0.189282,29.062,-8.136,-121.572,-0.299439,29.854,-13.632,-17.0134,1.17787,30.294,-12.792,46.6933,-0.214353,28.908,-11.448,-263.971,-0.191893,30.382,-8.448,2.7781,-0.245802
8761,352.32,-1.45553,5.4,18124,29.018,-10.752,29.7678,-0.257296,31.878,-9.864,-582.813,-0.202141,30.712,-10.992,-29.8929,-0.189033,31.878,-8.088,-153.866,-0.300102,31.68,-12.984,-45.9787,1.18118,32.34,-11.376,-13.2589,-0.211786,31.328,-11.64,-307.607,-0.188581,32.714,-8.688,-80.2226,-0.240089
8762,352.36,0.465578,5.4,18124,31.042,-10.104,19.5175,-0.251666,33.044,-10.728,-603.098,-0.199326,34.078,-11.448,-12.9426,-0.185059,32.934,-7.8,-156.093,-0.298197,32.384,-12.072,-20.1448,1.1888,34.21,-10.68,2.2843,-0.20599,33.374,-11.04,-231.244,-0.180136,33.594,-9.096,-42.3485,-0.230153
8763,352.4,3.19402,5.39,18125,31.768,-9.576,46.8516,-0.244048,32.56,-11.088,-571.221,-0.197173,34.298,-11.232,3.20046,-0.17653,32.516,-8.328,-136.049,-0.293395,31.944,-11.688,-6.83643,1.19799,33.682,-9.552,45.213,-0.200857,32.824,-10.608,-221.894,-0.170034,33.088,-8.904,10.0306,-0.218147
8764,352.44,1.7856,5.39,18125,30.844,-9.264,44.5738,-0.241068,31.152,-11.04,-550.935,-0.198084,34.078,-10.752,27.4151,-0.170486,31.042,-7.92,-107.095,-0.29265,30.734,-11.496,11.169,1.20238,32.076,-9.528,50.394,-0.199946,30.976,-9.672,-234.361,-0.166722,31.306,-7.944,26.1472,-0.213344
8765,352.48,1.09612,5.39,18125,28.71,-9.456,52.5462,-0.24024,28.138,-9.552,-542.242,-0.199823,32.758,-10.008,51.6298,-0.168002,27.742,-6.6,-97.073,-0.294968,28.38,-10.848,24.4774,1.20263,29.392,-9.024,47.4334,-0.201022,27.83,-9.6,-226.569,-0.167053,28.336,-7.056,46.293,-0.214752
8766,352.52,0.74844,5.38,18125,25.564,-9.576,54.824,-0.238749,24.508,-8.424,-533.548,-0.19974,30.074,-10.032,54.8584,-0.16825,23.87,-6.72,-108.209,-0.29679,25.014,-11.088,1.77487,1.2023,25.564,-8.184,48.9137,-0.20094,23.65,-10.104,-246.828,-0.168378,25.014,-7.056,22.1181,-0.216491
8767,352.56,1.32595,5.38,18125,21.802,-9.696,51.4073,-0.238998,20.328,-7.584,-530.65,-0.198664,26.488,-9.864,30.6437,-0.169327,19.228,-7.824,-122.686,-0.298611,20.922,-11.064,-13.882,1.2013,20.922,-7.728,26.7092,-0.200194,19.316,-10.008,-245.27,-0.173512,20.702,-6.504,7.6131,-0.216656
8768,352.6,2.25115,5.42,18126,17.49,-9.72,52.5462,-0.24173,15.29,-7.632,-542.242,-0.198995,22.44,-9.6,18.5364,-0.171811,14.08,-7.944,-130.481,-0.301509,16.192,-10.656,-10.7507,1.19799,15.862,-7.248,21.5282,-0.200194,14.498,-9.696,-243.712,-0.182454,15.708,-6.072,10.0306,-0.216739
8769,352.64,3.74206,5.42,18126,12.76,-9.528,54.824,-0.251914,9.966,-7.824,-546.588,-0.20181,17.27,-9.12,24.1865,-0.178683,8.734,-7.848,-122.686,-0.308133,10.824,-10.32,-7.61928,1.18905,10.362,-7.056,27.4494,-0.202513,9.24,-9.528,-248.387,-0.198849,10.384,-5.976,2.7781,-0.219637
8770,352.68,3.18223,5.42,18126,7.546,-9.408,53.6851,-0.272118,4.378,-7.968,-545.139,-0.211912,11.308,-8.784,23.3793,-0.193587,3.454,-7.752,-117.118,-0.322375,4.994,-10.032,-4.48789,1.17257,4.686,-6.936,29.6698,-0.213194,3.85,-9.048,-253.062,-0.224268,4.598,-5.952,1.16644,-0.234375
8771,352.72,3.35313,5.42,18127,1.958,-9.432,47.9905,-0.29969,-1.364,-8.16,-542.242,-0.233357,4.884,-8.856,16.9221,-0.218179,-2.178,-7.8,-122.686,-0.342164,-1.034,-9.96,-6.83643,1.14732,-1.232,-6.936,28.9297,-0.232321,-1.826,-8.376,-253.062,-0.257802,-1.628,-6.072,0.360608,-0.262693
8772,352.76,3.19991,5.42,18127,-3.74,-9.288,47.9905,-0.335377,-7.238,-8.4,-540.793,-0.266725,-1.98,-9.504,13.6935,-0.254197,-7.722,-7.752,-112.663,-0.369654,-7.216,-10.08,-7.61928,1.11163,-7.282,-6.96,25.2289,-0.261135,-7.656,-7.872,-253.062,-0.300444,-8.074,-6.624,-3.66855,-0.301278
8773,352.8,2.04489,5.51,18127,-9.526,-9.048,52.5462,-0.380503,-13.112,-8.736,-546.588,-0.311437,-8.624,-9.696,3.20046,-0.302138,-13.222,-7.752,-109.323,-0.409232,-13.42,-10.032,-3.70505,1.06344,-13.09,-7.32,21.5282,-0.302701,-13.596,-7.464,-253.062,-0.351283,-14.432,-7.104,-6.89188,-0.350295
8774,352.84,0.883978,5.51,18127,-15.444,-8.76,47.9905,-0.430431,-19.096,-9.024,-548.037,-0.367576,-15.29,-9.408,6.42908,-0.359104,-18.722,-7.872,-108.209,-0.45767,-19.668,-9.936,-7.61928,1.00813,-18.832,-7.68,19.3077,-0.354865,-19.58,-7.2,-262.413,-0.410403,-20.57,-7.104,-2.05689,-0.407427
8775,352.88,-0.218006,5.51,18127,-21.494,-8.568,41.157,-0.484334,-25.058,-9.576,-543.691,-0.429096,-21.758,-9.24,6.42908,-0.419631,-24.024,-8.088,-109.323,-0.511573,-25.74,-9.672,-13.882,0.950088,-24.508,-7.896,15.607,-0.413984,-25.388,-6.792,-271.763,-0.475318,-26.444,-6.864,1.16644,-0.469693
8776,352.92,-1.13141,5.54,18128,-27.412,-8.256,36.6013,-0.53923,-30.778,-10.032,-545.139,-0.49368,-28.05,-8.904,7.23624,-0.482062,-28.93,-8.16,-109.323,-0.56945,-31.57,-8.808,-14.6649,0.891548,-30.008,-7.536,11.1661,-0.477078,-30.954,-5.952,-271.763,-0.543462,-31.944,-6.576,0.360608,-0.533697
8777,352.96,-2.31001,5.54,18128,-33.022,-7.728,35.4624,-0.592388,-36.278,-9.912,-546.588,-0.558347,-34.078,-8.592,13.6935,-0.542838,-33.704,-8.064,-102.641,-0.627824,-36.784,-7.536,-19.362,0.835741,-35.31,-6.96,15.607,-0.540337,-36.476,-4.968,-268.646,-0.610779,-37.026,-5.856,6.80726,-0.596957
8778,353,-3.70664,5.58,18128,-38.39,-7.128,38.8792,-0.643144,-40.942,-9.24,-550.935,-0.619785,-39.732,-8.136,19.3436,-0.600052,-37.972,-7.656,-110.436,-0.682721,-41.074,-6.216,-4.48789,0.784653,-39.974,-6.144,6.7252,-0.600532,-41.36,-3.792,-268.646,-0.67321,-41.602,-5.304,10.0306,-0.654585
8779,353.04,-4.56701,5.58,18128,-43.318,-6.336,46.8516,-0.687608,-44.836,-8.016,-536.446,-0.678821,-44.528,-7.464,33.8724,-0.650395,-41.8,-7.08,-107.095,-0.730745,-44.638,-4.92,8.82049,0.740686,-43.78,-5.304,19.3077,-0.653773,-45.474,-2.424,-243.712,-0.727278,-45.21,-4.8,15.6714,-0.704348
8780,353.08,-6.22883,5.58,18128,-47.564,-5.568,66.2132,-0.722632,-47.894,-7.2,-526.303,-0.726514,-48.378,-7.08,46.7868,-0.691464,-44.924,-5.544,-102.641,-0.769329,-47.63,-4.728,17.4318,0.707649,-47.146,-4.272,37.0713,-0.697905,-48.774,-1.776,-209.426,-0.769506,-47.85,-4.44,35.0114,-0.744092
8781,353.12,-7.23063,5.68,18129,-50.93,-5.28,84.436,-0.745816,-50.49,-7.44,-519.058,-0.758806,-51.106,-6.72,66.1586,-0.719367,-47.542,-5.88,-85.9371,-0.796488,-50.16,-4.896,43.2657,0.688936,-49.896,-4.176,60.7561,-0.728541,-51.392,-1.656,-187.608,-0.799149,-49.61,-4.128,64.8272,-0.769429
8782,353.16,-7.40153,5.68,18129,-53.35,-5.064,111.77,-0.756415,-52.184,-8.376,-506.017,-0.774621,-53.416,-6.816,125.081,-0.729552,-49.522,-6.504,-67.0061,-0.810067,-52.228,-5.712,80.0595,0.686535,-51.282,-5.04,69.6379,-0.741127,-53.284,-2.712,-145.531,-0.810327,-50.82,-4.8,93.8371,-0.779779
8783,353.2,-6.85348,5.68,18129,-55.066,-5.784,128.854,-0.754096,-52.426,-10.104,-471.242,-0.772633,-54.582,-7.536,126.695,-0.721934,-50.446,-7.968,-39.1663,-0.809736,-52.734,-7.296,80.8423,0.702102,-51.854,-6.648,114.787,-0.736656,-53.988,-4.32,-143.973,-0.803868,-50.864,-6.024,88.1963,-0.771333
8784,353.24,-7.27777,5.68,18129,-55.594,-7.224,148.215,-0.73795,-52.58,-11.808,-430.671,-0.753424,-53.746,-8.544,111.359,-0.698584,-50.71,-9.696,-18.0081,-0.796653,-51.634,-9.24,67.5339,0.734311,-51.766,-8.496,122.189,-0.714879,-53.108,-6.168,-143.973,-0.779442,-49.632,-7.968,75.303,-0.746245
8785,353.28,-7.56064,5.68,18129,-54.428,-9.144,166.438,-0.708225,-51.304,-13.968,-426.324,-0.717985,-51.502,-9.648,84.7231,-0.662401,-49.874,-12.168,-14.6674,-0.770571,-48.07,-11.232,105.893,0.782335,-50.094,-10.872,138.472,-0.676543,-50.446,-7.92,-142.414,-0.737794,-47.036,-10.224,105.925,-0.705839
8786,353.32,-4.33129,5.69,18130,-51.15,-10.656,223.384,-0.663679,-48.51,-15.936,-394.447,-0.665656,-47.894,-11.112,172.703,-0.613963,-47.146,-14.064,26.5355,-0.73091,-43.472,-12.312,311.782,0.84369,-46.75,-13.272,209.526,-0.623385,-46.596,-9.408,-28.6496,-0.677929,-42.988,-12.6,228.411,-0.650445
8787,353.36,-0.972305,5.69,18130,-46.97,-12.168,348.665,-0.60961,-44.374,-17.736,-240.856,-0.601486,-43.494,-12.672,366.42,-0.556831,-43.472,-15.792,188.006,-0.680899,-39.05,-13.68,531.762,0.910923,-42.614,-15.408,399.745,-0.561368,-42.372,-11.04,116.284,-0.604072,-37.994,-15.216,458.879,-0.585199
8788,353.4,3.64188,5.69,18131,-42.438,-13.944,497.864,-0.551236,-39.886,-19.2,-46.6938,-0.532099,-38.83,-14.472,570.63,-0.496635,-39.072,-17.592,373.976,-0.625589,-34.298,-15.312,714.948,0.978488,-38.28,-17.256,601.066,-0.498026,-37.972,-12.528,248.749,-0.525743,-33.132,-17.136,670.007,-0.516144
8789,353.44,5.04441,5.69,18131,-38.236,-15.288,596.95,-0.496754,-35.288,-20.04,80.8156,-0.46677,-34.232,-16.344,667.489,-0.44,-34.98,-18.36,485.335,-0.571603,-29.502,-16.8,786.969,1.03545,-33.99,-18.24,707.647,-0.440232,-33.528,-13.944,301.735,-0.457847,-28.358,-18.408,772.348,-0.45156
8790,353.48,2.71669,5.69,18131,-33.77,-16.344,666.424,-0.449227,-30.712,-20.064,135.876,-0.410632,-30.052,-17.448,676.368,-0.38883,-30.646,-19.032,517.629,-0.521675,-24.794,-17.88,787.752,1.07859,-29.656,-18.888,726.891,-0.390717,-29.062,-14.76,292.385,-0.403944,-23.848,-19.08,780.406,-0.394925
8791,353.52,2.62829,5.6,18131,-28.864,-17.352,719.953,-0.407578,-25.784,-19.92,161.958,-0.361614,-25.344,-18.672,673.139,-0.34064,-26.092,-19.56,523.197,-0.47481,-19.954,-18.72,745.479,1.10766,-25.036,-19.272,715.789,-0.346254,-24.354,-15.36,275.242,-0.359315,-18.942,-19.56,762.678,-0.344996
8792,353.56,2.84044,5.6,18131,-23.738,-18.192,755.26,-0.368828,-20.636,-19.848,151.815,-0.317068,-20.13,-19.32,679.596,-0.293527,-21.142,-19.968,532.105,-0.432582,-15.048,-19.272,676.588,1.12504,-20.218,-19.44,686.183,-0.30593,-19.294,-15.816,261.217,-0.318577,-13.772,-19.632,732.056,-0.303679
8793,353.6,4.01903,5.57,18132,-18.194,-18.816,781.455,-0.334052,-15.202,-19.56,135.876,-0.279973,-14.476,-19.536,700.582,-0.250057,-15.884,-20.256,533.219,-0.395239,-9.922,-19.464,607.698,1.13233,-15.114,-19.512,651.396,-0.271154,-13.86,-16.104,275.242,-0.279827,-8.272,-19.464,694.182,-0.275279
8794,353.64,5.07387,5.57,18132,-12.32,-19.056,774.621,-0.31062,-9.504,-19.056,117.04,-0.256458,-8.646,-19.512,696.547,-0.216854,-10.252,-20.088,510.947,-0.3651,-4.422,-19.272,542.721,1.13366,-9.614,-19.464,629.932,-0.245817,-8.272,-16.104,289.268,-0.249108,-2.728,-18.816,620.851,-0.258636
8795,353.68,4.95012,5.57,18132,-6.006,-18.84,716.537,-0.296709,-3.542,-18.72,93.8563,-0.245529,-2.794,-19.128,656.996,-0.198969,-4.246,-19.464,467.517,-0.346139,1.342,-18.6,476.18,1.13697,-3.784,-19.68,594.404,-0.231907,-2.42,-15.984,270.567,-0.232051,2.662,-17.808,504.811,-0.251349
8796,353.72,5.17995,5.45,18132,0.088,-18.12,620.867,-0.285697,2.684,-18.168,57.632,-0.240892,2.948,-18,576.281,-0.1916,1.76,-18.456,410.724,-0.334133,7.722,-17.808,424.512,1.14765,2.2,-19.584,515.948,-0.227518,3.828,-15.936,214.464,-0.223275,7.964,-16.248,372.655,-0.25019
8797,353.76,4.73208,5.45,18132,5.764,-16.992,488.753,-0.274767,8.734,-17.064,-40.8979,-0.236503,8.492,-16.632,464.086,-0.186963,7.766,-17.208,340.568,-0.323865,13.684,-16.872,361.884,1.16148,7.986,-18.864,401.965,-0.225862,9.878,-15.408,124.076,-0.214829,13.332,-14.88,255.004,-0.250853
8798,353.8,4.05439,5.35,18133,11.352,-15.552,357.777,-0.262016,14.234,-15.624,-203.183,-0.231535,13.75,-15.096,324.448,-0.187129,13.464,-15.456,245.913,-0.310783,18.898,-15.528,260.897,1.17092,13.816,-18.048,301.305,-0.220977,15.202,-14.04,7.1941,-0.205969,18.722,-13.704,154.275,-0.251598
8799,353.84,2.58115,5.35,18133,16.808,-14.016,237.051,-0.256386,19.206,-13.92,-387.202,-0.225739,18.788,-13.488,196.111,-0.189033,18.678,-13.2,116.736,-0.299936,23.408,-13.704,119.202,1.17547,19.602,-16.896,228.03,-0.216258,20.306,-12.336,-112.804,-0.199014,23.782,-12.144,66.4388,-0.251681
8800,353.88,1.67364,5.35,18133,21.802,-12.384,142.521,-0.257379,24.09,-12.336,-506.017,-0.217625,23.54,-11.664,91.9875,-0.188868,23.342,-11.016,-34.712,-0.29621,27.368,-12.096,12.7347,1.17713,24.86,-15.336,154.755,-0.214188,25.036,-10.824,-214.102,-0.194709,28.446,-10.56,15.6714,-0.250439
8801,353.92,1.02541,5.33,18133,26.158,-10.536,59.3797,-0.258042,28.754,-11.328,-533.548,-0.209676,27.962,-10.056,25.8008,-0.188702,27.544,-9.864,-113.777,-0.295879,29.722,-11.304,-14.6649,1.17911,28.996,-13.992,68.1576,-0.212697,28.6,-9.984,-263.971,-0.192059,31.57,-9.792,-13.3385,-0.246299
8802,353.96,-0.78373,5.33,18133,29.128,-9.216,35.4624,-0.257959,31.438,-11.472,-566.874,-0.205453,30.514,-9.24,-11.3283,-0.188371,30.536,-9.696,-137.162,-0.296459,31.438,-11.016,-54.59,1.18276,31.746,-12.72,25.9691,-0.211124,30.756,-10.248,-307.607,-0.188995,33.902,-10.008,-75.3876,-0.239012
8803,354,0.760226,5.3,18134,31.218,-8.232,2.43372,-0.254978,32.956,-12.264,-582.813,-0.201396,33.198,-9.552,-46.036,-0.18539,32.692,-8.784,-142.73,-0.295217,32.252,-10.896,-30.3218,1.18988,33.682,-12.144,14.1267,-0.208226,32.472,-9.288,-234.361,-0.180881,34.056,-9.84,-45.5718,-0.228497
8804,354.04,2.38079,5.3,18134,32.032,-7.176,44.5738,-0.25001,32.912,-12.792,-574.119,-0.197753,34.012,-9.336,-16.9784,-0.178352,32.406,-8.544,-118.231,-0.291491,31.482,-10.512,-2.9222,1.19948,34.254,-11.28,32.6304,-0.204583,31.746,-8.928,-223.452,-0.170862,33.33,-9.24,12.4481,-0.217981
8805,354.08,2.25704,5.3,18134,31.218,-7.224,42.2959,-0.247029,31.68,-12.552,-530.65,-0.197256,33.484,-9.144,31.4509,-0.170652,31.636,-9.144,-120.458,-0.290166,29.986,-9.96,18.9975,1.20594,33.264,-10.992,38.5516,-0.203755,29.7,-8.352,-237.478,-0.166722,30.888,-8.52,37.4289,-0.215083
8806,354.12,1.09023,5.3,18135,29.48,-7.608,46.8516,-0.245953,28.71,-11.424,-519.058,-0.19767,32.384,-8.424,55.6655,-0.167091,28.402,-8.688,-107.095,-0.291656,27.28,-9.408,27.6088,1.20776,31.262,-10.872,32.6304,-0.203838,26.356,-8.544,-237.478,-0.166225,27.83,-8.664,32.5939,-0.218395
8807,354.16,0.724868,5.3,18135,26.356,-7.68,49.1294,-0.244297,25.432,-10.68,-511.813,-0.198333,29.546,-8.52,55.6655,-0.167588,24.508,-8.352,-107.095,-0.293395,23.738,-9.36,2.55772,1.20809,27.962,-10.296,40.7721,-0.203092,22.286,-8.496,-235.919,-0.167385,24.31,-9.12,5.1956,-0.221707
8808,354.2,1.37899,5.29,18135,22.946,-7.464,57.1019,-0.242889,21.054,-10.872,-530.65,-0.20032,25.696,-8.208,33.8724,-0.169327,19.184,-7.848,-112.663,-0.294968,19.47,-8.928,-6.83643,1.20826,23.738,-9.648,40.0319,-0.201105,17.798,-8.208,-231.244,-0.171276,19.998,-9.216,2.7781,-0.223032
8809,354.24,2.4574,5.29,18135,18.876,-7.272,55.963,-0.243469,15.818,-11.256,-548.037,-0.204957,21.428,-7.8,29.8366,-0.17239,14.058,-7.728,-108.209,-0.298777,14.476,-8.328,0.209182,1.20726,18.81,-9.048,36.3312,-0.200526,12.584,-8.256,-239.036,-0.181295,15.048,-8.952,9.22476,-0.223529
8810,354.28,3.48277,5.29,18135,13.794,-7.416,61.6576,-0.249016,10.076,-11.544,-548.037,-0.213816,16.192,-7.368,24.9937,-0.179263,8.602,-7.776,-109.323,-0.308133,8.822,-8.28,-0.573664,1.19898,13.288,-8.616,23.0085,-0.203341,7.128,-8.208,-249.945,-0.198931,9.57,-8.856,4.38977,-0.22742
8811,354.32,3.47688,5.32,18136,8.228,-7.92,50.2684,-0.264666,4.092,-11.472,-545.139,-0.231204,10.142,-7.392,18.5364,-0.191517,2.97,-7.896,-117.118,-0.325273,2.838,-8.256,-4.48789,1.17853,7.612,-8.088,23.0085,-0.214767,1.518,-7.896,-246.828,-0.224682,3.872,-9.024,-2.86272,-0.241248
8812,354.36,3.31777,5.32,18136,2.42,-8.4,47.9905,-0.290416,-2.068,-11.568,-548.037,-0.258363,3.74,-7.92,16.9221,-0.211886,-2.75,-7.92,-113.777,-0.349037,-3.3,-8.184,-2.9222,1.14723,1.628,-7.656,24.4888,-0.235384,-4.224,-7.536,-243.712,-0.2607,-2.046,-9.168,-0.445224,-0.267992
8813,354.4,3.02312,5.41,18136,-3.586,-8.664,47.9905,-0.324778,-8.272,-11.592,-549.486,-0.294712,-2.904,-8.808,16.9221,-0.243516,-8.25,-7.92,-110.436,-0.380501,-9.636,-8.208,-0.573664,1.10343,-4.62,-7.56,20.788,-0.264778,-10.032,-7.32,-245.27,-0.306985,-8.206,-9.288,-0.445224,-0.305169
8814,354.44,2.14507,5.41,18136,-9.636,-8.76,51.4073,-0.369822,-14.388,-11.736,-553.833,-0.341577,-9.46,-9.12,11.272,-0.287731,-13.684,-8.136,-111.55,-0.422315,-16.148,-8.4,3.34057,1.04729,-11.132,-7.416,21.5282,-0.30535,-15.928,-7.2,-248.387,-0.362047,-14.388,-9.432,-0.445224,-0.351869
